from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
626,SB,75,78,80
626,MKT,24,26,28
626,HYW,34,36,38
627,LW,19,21,22
627,LMC,24,26,27
627,HG,39,43,48
627,SB,76,79,81
627,MKT,25,27,29
627,HYW,35,37,39
628,LW,21,22,23
628,LMC,26,27,28
628,HG,44,49,53
628,SB,79,82,86
628,MKT,29,30,33
628,HYW,35,38,40
629,LW,39,41,45
629,LMC,44,46,50
629,HG,64,68,74
629,SB,94,99,103
629,MKT,29,36,42
629,HYW,45,51,55
631,LW,39,40,42
631,LMC,44,45,47
631,HG,67,72,76
631,SB,103,107,111
631,MKT,48,50,53
631,HYW,50,52,56
634,LW,43,44,46
634,LMC,48,49,51
634,HG,67,71,75
634,SB,99,103,106
634,MKT,48,50,53
634,HYW,57,60,62
720,LW,61,75,
720,LMC,66,80,
720,MKT,88,104,
720,HYW,74,90,
722,LW,44,45,47
722,LMC,49,50,52
722,MKT,56,58,60
722,HYW,56,62,65
723,LW,31,33,34
723,LMC,36,38,39
723,HG,62,68,73
723,SB,96,99,101
723,MKT,43,45,47
723,HYW,40,47,52
725,LW,35,36,38
725,LMC,40,41,43
725,MKT,47,49,50
725,HYW,49,53,57
726,LW,28,30,31
726,LMC,33,35,36
726,HG,59,62,67
726,SB,92,94,96
726,MKT,38,41,44
726,HYW,41,45,50
727,LW,43,46,47
727,LMC,48,51,52
727,MKT,55,58,60
727,HYW,57,62,66
728,LW,51,52,54
728,LMC,56,57,59
728,MKT,62,64,65
728,HYW,64,68,71
729,LW,42,43,46
729,LMC,47,48,51
729,SB,109,113,119
729,MKT,53,55,58
729,HYW,53,59,62
751,LW,56,57,59
751,LMC,61,62,64
751,MKT,66,69,71
751,HYW,66,71,76
753,LW,59,60,61
753,LMC,64,65,66
753,SB,101,105,109
753,MKT,69,71,72
753,HYW,71,77,79
754,LW,49,50,51
754,LMC,54,55,56
754,HG,107,112,116
754,SB,98,101,105
754,MKT,61,62,64
754,HYW,69,71,73
755,LW,44,46,47
755,LMC,49,51,52
755,HG,96,99,103
755,SB,90,94,99
755,MKT,55,57,59
755,HYW,63,66,68
756,LW,56,57,58
756,LMC,61,62,63
756,HG,88,93,98
756,SB,99,103,107
756,MKT,65,67,69
756,HYW,67,70,75
757,LW,73,74,76
757,LMC,78,79,81
757,HYW,102,104,108
758,LW,46,47,48
758,LMC,51,52,53
758,HG,75,79,85
758,SB,89,92,95
758,MKT,57,58,60
758,HYW,66,67,69
759,LW,51,53,54
759,LMC,56,58,59
759,HG,107,111,117
759,SB,102,106,110
759,MKT,64,65,67
759,HYW,69,72,74
811,LW,119,,
820,LW,99,104,108
820,LMC,105,110,114
820,HYW,115,119,
822,LW,75,80,85
822,LMC,80,85,90
822,MKT,94,99,104
822,HYW,95,100,105
825,LW,94,98,101
825,LMC,100,104,107
825,HYW,112,115,119
826,LW,80,82,84
826,LMC,85,87,89
826,MKT,99,103,108
826,HYW,101,104,107
827,LW,94,98,101
827,LMC,100,103,108
827,HYW,110,115,118
828,LW,75,80,84
828,LMC,80,85,89
828,MKT,92,97,102
828,HYW,97,101,104
831,LW,85,87,89
831,LMC,90,92,94
831,HG,112,119,
831,MKT,103,105,107
831,HYW,103,106,111
835,LW,103,107,110
835,LMC,110,113,118
836,LW,78,80,83
836,LMC,83,85,88
836,HG,97,102,109
836,MKT,88,90,93
836,HYW,97,100,102
837,LW,83,85,86
837,LMC,88,90,91
837,HG,103,108,115
837,MKT,112,116,
837,HYW,105,107,109
838,LW,87,89,92
838,LMC,92,94,97
838,HG,107,112,118
838,MKT,104,107,111
838,HYW,107,109,112
839,LW,93,96,98
839,LMC,98,101,103
839,HG,111,115,119
839,MKT,107,109,112
839,HYW,111,114,116
951,LW,118,,
951,HG,119,,
951,SB,90,96,100
971,SB,106,113,117
972,SB,107,112,116
973,LW,109,,
973,LMC,116,,
973,MKT,119,,
973,HYW,118,,
975,LW,91,95,100
975,LMC,96,101,105
975,HG,85,91,97
975,SB,93,98,103
975,MKT,109,111,114
975,HYW,107,112,116
