from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
625,SB,78,81,83
625,MKT,27,28,31
625,HYW,36,38,40
626,LW,21,22,23
626,LMC,26,27,28
626,HG,39,43,47
626,SB,76,78,81
626,MKT,24,26,28
626,HYW,33,36,38
627,LW,19,20,21
627,LMC,24,25,26
627,HG,38,44,48
627,SB,75,78,81
627,MKT,25,27,29
627,HYW,35,37,39
628,LW,20,22,23
628,LMC,25,27,28
628,HG,43,49,53
628,SB,79,82,84
628,MKT,28,30,32
628,HYW,35,37,40
629,LW,38,40,44
629,LMC,43,45,49
629,HG,62,67,72
629,SB,94,97,101
629,MKT,30,34,40
629,HYW,46,49,53
631,LW,40,41,43
631,LMC,45,46,48
631,HG,69,74,78
631,SB,105,108,111
631,MKT,48,50,53
631,HYW,50,53,56
634,LW,42,44,46
634,LMC,47,49,51
634,HG,67,71,76
634,SB,99,102,105
634,MKT,48,50,52
634,HYW,58,59,62
720,LW,61,76,
720,LMC,66,81,
720,MKT,89,103,
720,HYW,75,91,
722,LW,44,45,46
722,LMC,49,50,51
722,MKT,56,58,60
722,HYW,56,59,64
723,LW,31,32,34
723,LMC,36,37,39
723,HG,62,67,71
723,SB,96,99,101
723,MKT,43,45,47
723,HYW,41,46,49
725,LW,35,36,37
725,LMC,40,41,42
725,MKT,46,48,50
725,HYW,49,53,56
726,LW,27,29,31
726,LMC,32,34,36
726,HG,58,62,68
726,SB,92,94,97
726,MKT,38,41,43
726,HYW,41,44,48
727,LW,42,46,47
727,LMC,47,51,52
727,MKT,55,58,60
727,HYW,56,61,65
728,LW,42,43,45
728,LMC,47,48,50
728,MKT,53,55,57
728,HYW,55,60,63
729,LW,42,44,46
729,LMC,47,49,51
729,SB,110,114,118
729,MKT,53,55,57
729,HYW,54,58,63
751,LW,56,57,59
751,LMC,61,62,64
751,MKT,66,68,71
751,HYW,68,73,76
753,LW,59,60,62
753,LMC,64,65,67
753,SB,101,105,109
753,MKT,69,71,73
753,HYW,72,76,79
754,LW,48,50,51
754,LMC,53,55,56
754,HG,102,106,110
754,SB,98,101,104
754,MKT,60,62,64
754,HYW,69,71,73
755,LW,44,45,47
755,LMC,49,50,52
755,HG,95,99,103
755,SB,90,93,97
755,MKT,55,57,58
755,HYW,63,65,67
756,LW,56,57,59
756,LMC,61,62,64
756,HG,88,94,99
756,SB,100,104,108
756,MKT,66,68,70
756,HYW,68,71,75
757,LW,70,71,72
757,LMC,75,76,77
757,MKT,81,82,83
757,HYW,88,90,92
758,LW,46,47,48
758,LMC,51,52,53
758,HG,74,78,83
758,SB,89,92,95
758,MKT,57,59,61
758,HYW,66,68,70
759,LW,51,52,54
759,LMC,56,57,59
759,HG,102,105,108
759,SB,101,103,106
759,MKT,64,66,67
759,HYW,69,72,74
811,LW,118,,
820,LW,100,104,107
820,LMC,106,110,114
820,HYW,116,,
822,LW,75,80,85
822,LMC,80,85,90
822,MKT,93,99,104
822,HYW,96,101,104
825,LW,94,97,101
825,LMC,99,102,106
825,HYW,111,114,118
826,LW,80,82,84
826,LMC,85,87,89
826,MKT,97,103,108
826,HYW,100,104,108
827,LW,95,97,101
827,LMC,100,103,107
827,HYW,110,115,
828,LW,75,79,84
828,LMC,80,84,89
828,MKT,92,96,102
828,HYW,96,100,104
831,LW,85,87,88
831,LMC,90,92,93
831,HG,112,119,
831,MKT,103,105,108
831,HYW,104,106,110
832,LW,96,99,104
832,LMC,102,105,110
832,HG,117,,
835,LW,95,101,105
835,LMC,101,107,111
836,LW,77,79,81
836,LMC,82,84,86
836,HG,96,103,108
836,SB,112,114,117
836,MKT,89,91,93
836,HYW,98,100,102
837,LW,83,84,86
837,LMC,88,89,91
837,HG,102,107,113
837,MKT,112,116,
837,HYW,105,107,110
838,LW,75,76,78
838,LMC,80,81,83
838,HG,104,110,116
838,MKT,94,96,97
838,HYW,103,104,105
839,LW,87,91,95
839,LMC,92,96,100
839,HG,110,115,
839,MKT,106,109,111
839,HYW,111,114,116
931,SB,119,,
951,LW,118,,
951,SB,90,95,99
971,SB,107,113,117
972,SB,106,111,116
973,LW,114,,
973,LMC,119,,
975,LW,88,90,92
975,LMC,93,95,97
975,HG,87,92,96
975,SB,89,94,100
975,MKT,108,112,115
975,HYW,100,106,111
