route_id,service_id,trip_id,direction_id
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00028,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00029,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00030,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00031,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00032,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00033,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00034,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00035,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00036,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00037,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00038,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00039,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00040,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00041,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00042,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00043,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00044,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00045,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00046,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00047,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00048,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00049,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00050,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00051,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00052,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00053,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00054,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00055,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00056,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00057,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00058,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00059,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00060,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00061,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00062,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00063,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00064,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00065,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00066,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00067,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00068,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00069,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00070,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00071,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00072,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00073,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00074,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00075,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00076,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00077,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00078,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00079,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00080,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00081,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00082,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00083,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00084,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00085,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00086,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00087,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00088,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00089,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00090,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00091,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00092,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00093,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00094,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00095,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00096,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00097,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00098,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00099,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00100,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00101,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00102,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00103,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00104,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00105,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00106,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00107,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00108,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00109,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00110,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00111,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00112,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00113,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00114,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00115,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00116,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00117,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00118,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00119,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00120,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00121,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00122,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00123,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00124,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00125,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00126,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00127,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00128,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00129,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00130,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00131,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00132,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00133,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00134,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00135,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00136,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00137,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00138,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00139,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00140,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00141,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00142,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00143,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00144,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00145,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00146,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00147,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00148,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00149,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00150,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00151,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00152,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00153,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00154,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00155,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00156,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00157,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00158,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00159,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00160,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00161,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00162,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00163,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00164,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00165,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00166,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00167,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00168,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00169,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00170,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00171,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00172,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00173,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00174,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00175,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00176,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00177,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00178,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00179,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00180,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00181,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00182,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00183,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00184,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00185,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00186,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00187,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00188,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00189,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00190,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00191,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00192,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00193,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00194,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00195,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00196,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00197,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00198,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00199,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00200,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00201,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00202,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00203,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00204,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00205,0
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00001_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00002_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00003_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00004_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00005_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00006_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00007_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00008_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00009_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00010_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00011_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00012_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00013_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00014_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00015_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00016_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00017_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00018_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00019_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00020_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00021_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00022_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00023_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00024_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00025_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00026_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00027_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00028_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00029_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00030_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00031_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00032_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00033_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00034_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00035_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00036_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00037_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00038_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00039_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00040_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00041_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00042_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00043_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00044_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00045_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00046_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00047_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00048_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00049_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00050_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00051_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00052_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00053_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00054_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00055_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00056_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00057_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00058_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00059_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00060_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00061_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00062_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00063_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00064_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00065_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00066_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00067_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00068_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00069_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00070_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00071_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00072_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00073_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00074_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00075_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00076_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00077_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00078_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00079_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00080_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00081_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00082_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00083_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00084_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00085_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00086_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00087_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00088_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00089_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00090_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00091_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00092_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00093_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00094_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00095_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00096_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00097_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00098_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00099_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00100_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00101_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00102_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00103_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00104_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00105_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00106_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00107_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00108_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00109_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00110_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00111_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00112_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00113_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00114_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00115_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00116_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00117_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00118_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00119_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00120_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00121_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00122_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00123_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00124_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00125_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00126_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00127_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00128_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00129_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00130_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00131_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00132_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00133_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00134_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00135_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00136_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00137_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00138_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00139_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00140_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00141_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00142_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00143_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00144_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00145_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00146_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00147_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00148_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00149_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00150_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00151_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00152_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00153_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00154_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00155_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00156_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00157_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00158_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00159_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00160_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00161_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00162_R,1
MTR_EAL,WEEKDAY,MTR_EAL_WEEKDAY_00163_R,1
